food_id,food_code,duplicate_code_sequence,source_row_index,food_name,search_name,description,group_code,previous_code,main_data_references,footnote
13-510,13-510,1,491,"Cabbage, green, raw","cabbage, green, raw 22 samples, autumn and winter, uk grown and imported, pre-packed and loose","22 samples, autumn and winter, UK grown and imported, pre-packed and loose",DG,13-468,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-540,13-540,1,492,"Cabbage, red, boiled in unsalted water","cabbage, red, boiled in unsalted water outer leaves and stem removed. shredded and boiled 19 minutes, based on boiled in salted water","Outer leaves and stem removed. Shredded and boiled 19 minutes, based on boiled in salted water",DG,,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",
15-705,15-705,1,493,"Cabbage, red, cooked with apple","cabbage, red, cooked with apple recipe from literature sources",Recipe from literature sources,DR,15-427,Updated 2014,
13-190,13-190,1,494,"Cabbage, red, raw","cabbage, red, raw outer leaves and stem removed",Outer leaves and stem removed,DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",
13-584,13-584,1,495,"Cabbage, white, boiled in unsalted water","cabbage, white, boiled in unsalted water calculated from 13-509 using dry matter weights",Calculated from 13-509 using dry matter weights,DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-509,13-509,1,496,"Cabbage, white, raw","cabbage, white, raw 19 samples, autumn and winter, uk grown and imported, pre-packed and loose","19 samples, autumn and winter, UK grown and imported, pre-packed and loose",DG,13-445,"DH, Nutrient analysis of fruit and vegetables, 2013",
11-740,11-740,1,497,"Cake bars, chocolate","cake bars, chocolate 10 samples, 10 products, including chocolate chip, galaxy, milky way, penguin and crunchie","10 samples, 10 products, including chocolate chip, Galaxy, Milky Way, Penguin and Crunchie",AN,,"Direct Laboratories, Nutrient analysis catch up project, 2003",
11-916,11-916,1,498,Cake rusks,"cake rusks south asian sweet bread, 6 samples, ethnic food store","South Asian sweet bread, 6 samples, ethnic food store",AM,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",
11-835,11-835,1,499,"Cake, battenberg, retail","cake, battenberg, retail 10 samples, 4 products, including standard and mini cakes","10 samples, 4 products, including standard and mini cakes",AN,11-574,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-836,11-836,1,500,"Cake, carrot, iced, retail","cake, carrot, iced, retail 10 samples, 8 products, including plain carrot and products with orange and walnuts","10 samples, 8 products, including plain carrot and products with orange and walnuts",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011; and industry data, 2013",
11-1041,11-1041,1,501,"Cake, carrot, with topping, homemade","cake, carrot, with topping, homemade recipe, with topping","Recipe, with topping",AN,11-616,Based on Mary Berry's ultimate cake book. Recalculated 2014,
11-1044,11-1044,1,502,"Cake, cherry, homemade","cake, cherry, homemade recipe",Recipe,AN,11-640,Recalculated 2014,
11-527,11-527,1,503,"Cake, chocolate fudge","cake, chocolate fudge 12 samples, 6 brands. mixture of fresh and frozen","12 samples, 6 brands. Mixture of fresh and frozen",AN,,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",
11-1046,11-1046,1,504,"Cake, chocolate, not filled, homemade","cake, chocolate, not filled, homemade recipe",Recipe,AN,11-641,Recalculated 2014,
11-1047,11-1047,1,505,"Cake, chocolate, with butter icing, homemade","cake, chocolate, with butter icing, homemade recipe",Recipe,AN,11-642,Recalculated 2014,
11-830,11-830,1,506,"Cake, chocolate, with filling and icing, retail","cake, chocolate, with filling and icing, retail 10 samples, 7 products, including celebration cakes, tray bakes and layer cakes","10 samples, 7 products, including celebration cakes, tray bakes and layer cakes",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-1053,11-1053,1,507,"Cake, coconut, homemade","cake, coconut, homemade recipe",Recipe,AN,11-643,Updated 2014,
11-829,11-829,1,508,"Cake, fruit, retail","cake, fruit, retail 10 samples, 9 products, including genoa, sultana and cherry slab, manor house and country slices","10 samples, 9 products, including Genoa, sultana and cherry slab, Manor House and country slices",AN,11-529,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-1005,11-1005,1,509,"Cake, fruit, rich, homemade","cake, fruit, rich, homemade recipe",Recipe,AN,11-577,Recalculated in 2013,
11-991,11-991,1,510,"Cake, fruit, rich, iced, homemade","cake, fruit, rich, iced, homemade with marzipan and royal icing. recipe",With marzipan and royal icing. Recipe,AN,11-578,Recalculated in 2013,
11-1072,11-1072,1,511,"Cake, fruit, wholemeal, homemade","cake, fruit, wholemeal, homemade recipe",Recipe,AN,11-579,Updated 2014,
11-1090,11-1090,1,512,"Cake, lardy, homemade","cake, lardy, homemade recipe",Recipe,AN,11-645,Updated 2014,
11-833,11-833,1,513,"Cake, loaf, retail","cake, loaf, retail 7 samples, 2 products, including ginger and golden syrup","7 samples, 2 products, including ginger and golden syrup",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-957,11-957,1,514,"Cake, sponge, fatless, homemade","cake, sponge, fatless, homemade not filled recipe",Not filled recipe,AN,11-581,As MW6. Recalculated in 2013.,
11-956,11-956,1,515,"Cake, sponge, homemade","cake, sponge, homemade not filled. recipe",Not filled. Recipe,AN,11-580,Updated 2014,
11-832,11-832,1,516,"Cake, sponge, soft iced, retail","cake, sponge, soft iced, retail 10 samples, 8 products, including angel cake, madeira and lemon drizzle","10 samples, 8 products, including angel cake, Madeira and lemon drizzle",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-1118,11-1118,1,517,"Cake, sponge, with butter icing, homemade","cake, sponge, with butter icing, homemade recipe",Recipe,AN,11-647,Updated 2014,
11-532,11-532,1,518,"Cake, sponge, with dairy cream and jam, frozen","cake, sponge, with dairy cream and jam, frozen 10 samples, 8 brands","10 samples, 8 brands",AN,11-215,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",
11-831,11-831,1,519,"Cake, sponge, with jam and butter cream, retail","cake, sponge, with jam and butter cream, retail 10 samples, 8 products, including sandwich and swiss roll","10 samples, 8 products, including sandwich and Swiss roll",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011; and industry data, 2013",
11-1125,11-1125,1,520,"Cake, Swiss roll, homemade","cake, swiss roll, homemade recipe",Recipe,AN,11-648,Updated 2014,
11-834,11-834,1,521,"Cake, Swiss rolls, chocolate covered and filled, retail","cake, swiss rolls, chocolate covered and filled, retail 10 samples, 5 products, including large, individual and bite-sized rolls","10 samples, 5 products, including large, individual and bite-sized rolls",AN,11-533,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
11-840,11-840,1,522,Cakes from 'healthy eating' ranges,"cakes from 'healthy eating' ranges 10 samples, 7 products, including carrot, lemon and apple slices","10 samples, 7 products, including carrot, lemon and apple slices",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011; and industry data, 2013",
11-990,11-990,1,523,"Cakes, crispie, homemade","cakes, crispie, homemade chocolate recipe",Chocolate recipe,AN,11-576,Recalculated in 2013,
11-839,11-839,1,524,"Cakes, fancy iced, individual, retail","cakes, fancy iced, individual, retail 10 samples, 8 products, including french and fondant fancies, cup cakes, fairy cakes, angel and lemon slices","10 samples, 8 products, including French and fondant fancies, cup cakes, fairy cakes, angel and lemon slices",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
16-404,16-404,1,525,"Calamari, coated in batter, baked","calamari, coated in batter, baked 5 samples, 2 products, frozen","5 samples, 2 products, frozen",JM,16-266 16-265,"DH, Nutrient analysis of fish and fish products, 2013",
15-706,15-706,1,526,"Callaloo and cho cho, homemade","callaloo and cho cho, homemade west indian dish. spinach and cho cho. recipe from a personal collection",West Indian dish. Spinach and cho cho. Recipe from a personal collection,DR,15-426,Updated 2014,
15-707,15-707,1,527,"Callaloo and okra, homemade","callaloo and okra, homemade west indian dish. spinach and okra. recipe from a personal collection",West Indian dish. Spinach and okra. Recipe from a personal collection,DR,15-429,Updated 2014,
15-708,15-708,1,528,"Cannelloni, spinach, homemade","cannelloni, spinach, homemade recipe, pasta tubes with spinach and ricotta filling. recipe from dietary survey records","Recipe, Pasta tubes with spinach and ricotta filling. Recipe from dietary survey records",DR,15-430,Updated 2014,
15-709,15-709,1,529,"Cannelloni, vegetable, homemade","cannelloni, vegetable, homemade pasta tubes with mixed vegetable filling. recipe from dietary survey records",Pasta tubes with mixed vegetable filling. Recipe from dietary survey records,DR,15-367,Updated 2014,
17-649,17-649,1,530,"Caramel bars and sweets, chocolate covered","caramel bars and sweets, chocolate covered 10 samples, 6 brands, including cadbury's caramel, curly wurly, rolo, galaxy caramel, toffee poppets and own brands","10 samples, 6 brands, including Cadbury's Caramel, Curly Wurly, Rolo, Galaxy Caramel, Toffee Poppets and own brands",SEA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",
13-808,13-808,1,531,Caraway seeds,caraway seeds literature sources,Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",
19-558,19-558,1,532,"Carbonnade of Beef, homemade","carbonnade of beef, homemade recipe",Recipe,MR,19-378,Updated 2014,
13-809,13-809,1,533,"Cardamom, ground","cardamom, ground literature sources",Literature sources,H,,"Vegetables, Herbs and Spices Supplement, 1991",
16-172,16-172,1,534,"Carp, raw","carp, raw literature sources",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",
13-607,13-607,1,535,Carrot juice,"carrot juice 7 samples, 3 brands. bottles and cartons","7 samples, 3 brands. Bottles and cartons",DG,13-199,"LGC, Fruit and vegetables, 1989-1990; industry data, 2014; and calculated from raw carrots",
13-497,13-497,1,536,"Carrots, old, boiled in unsalted water","carrots, old, boiled in unsalted water as raw, boiled for 5-10 minutes","As raw, boiled for 5-10 minutes",DG,13-447,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-498,13-498,1,537,"Carrots, old, microwaved","carrots, old, microwaved as raw, cooked for 3-8 minutes","As raw, cooked for 3-8 minutes",DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-496,13-496,1,538,"Carrots, old, raw","carrots, old, raw 22 samples, autumn and winter, uk grown, pre-packed and loose, top and tailed, peeled and not peeled","22 samples, autumn and winter, UK grown, pre-packed and loose, top and tailed, peeled and not peeled",DG,13-446,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-449,13-449,1,539,"Carrots, young, boiled in unsalted water","carrots, young, boiled in unsalted water ends trimmed, scrubbed, sliced and boiled 15 minutes","Ends trimmed, scrubbed, sliced and boiled 15 minutes",DG,13-205 50-757,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",
13-565,13-565,1,540,"Carrots, young, canned in water, re-heated, drained","carrots, young, canned in water, re-heated, drained 10 cans, 5 brands, no added salt","10 cans, 5 brands, no added salt",DG,,"LGC, Canned and other processed vegetable products survey, 1985; and industry data, 2013. Carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997",
13-448,13-448,1,541,"Carrots, young, raw","carrots, young, raw ends trimmed, scrubbed","Ends trimmed, scrubbed",DG,13-023 50-756,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",
14-060,14-060,1,542,"Cashew fruit, flesh only","cashew fruit, flesh only literature sources",Literature sources,FA,,"Fruit and Nuts Supplement, 1992",
14-811,14-811,1,543,"Cashew nuts, kernel only, plain","cashew nuts, kernel only, plain 20 samples, whole and broken kernels","20 samples, whole and broken kernels",GA,,"LGC, Savoury snacks and nuts, 1989-1991",
14-812,14-812,1,544,"Cashew nuts, kernel only, roasted and salted","cashew nuts, kernel only, roasted and salted 10 samples, kernels only","10 samples, kernels only",GA,50-976,"Reviewed 2013. LGC, Savoury snacks and nuts, 1989-1991",
